Chem ID,SMILES,CAS,CID,InChIKey,logBCF
723,Brc1ccccc1Br,583-53-9,11414,WQONPSCCEXUXTQ-UHFFFAOYSA-N,3.1
724,Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1,78-32-0,6529,BOSMZFBHAYFUBJ-UHFFFAOYSA-N,2.79
725,CCCCCCCCCCCCCCCCO,36653-82-4,2682,BXWNKGSJHAJOGX-UHFFFAOYSA-N,3.04
726,CC(C)(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,83242-23-3,158333,VDIFKDMFGPIVCQ-UHFFFAOYSA-N,3.03
727,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,34643-46-4,36870,FITIWKDOCAUBQD-UHFFFAOYSA-N,3.11
728,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,57-97-6,6001,ARSRBNBHOADGJU-UHFFFAOYSA-N,2.91
729,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,NA,3285,BFPYWIDHMRZLRN-UHFFFAOYSA-N,2.7
730,c1ccc(-c2ccccc2)cc1,92-52-4,7095,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,2.73
731,CCCCCCCCCCCCCCCC(=O)O,1957/10/3,985,IPCSVZSSVZVIGE-UHFFFAOYSA-N,2.85
732,COc1cc(Cl)c(Cl)cc1Cl,6130-75-2,22503,SXKBHOQOOGRFJF-UHFFFAOYSA-N,2.8
733,CCc1cccc(CC)c1,141-93-5,8864,AFZZYIJIWUTJFO-UHFFFAOYSA-N,2.79
734,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,3268-87-9,18636,FOIBFBMSLDGNHL-UHFFFAOYSA-N,2.92
735,CCCCCCCc1ccc(O)cc1,1987-50-4,16143,KNDDEFBFJLKPFE-UHFFFAOYSA-N,2.75
736,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,2104-64-5,16421,AIGRXSNSLVJMEA-UHFFFAOYSA-N,2.62
737,CC1C=CC2CC1C2(C)C,5947-71-7,6431006,XJBOZKOSICCONT-UHFFFAOYSA-N,2.61
738,COc1c(Cl)ccc(Cl)c1Cl,50375-10-5,39656,OTFNCXLUCRUNCH-UHFFFAOYSA-N,2.53
739,Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,5254/12/6,520263,XMNDMAQKWSQVOV-UHFFFAOYSA-N,2.52
740,CC(C)c1cccc2ccccc12,6158-45-8,22535,PMPBFICDXLLSRM-UHFFFAOYSA-N,2.71
741,CCc1c(Br)c(Br)c(Br)c(Br)c1Br,85-22-3,6800,FIAXCDIQXHJNIX-UHFFFAOYSA-N,2.42
742,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,36734-19-7,37517,ONUFESLQCSAYKA-UHFFFAOYSA-N,2.29
743,CCCCCCCCCCCC(=O)O,143-07-7,3893,POULHZVOKOAJMA-UHFFFAOYSA-N,2.41
744,CC(C)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C,112989-11-4,15618,NFWKVWVWBFBAOV-UHFFFAOYSA-N,2.13
745,Cc1cccc2ccccc12,90-12-0,7002,QPUYECUOLPXSFR-UHFFFAOYSA-N,2.08
746,Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,563-04-2,11232,RMLPZKRPSQVRAB-UHFFFAOYSA-N,2.49
747,Nc1ccc(Cl)c(Cl)c1Cl,634-67-3,12464,RRJUYQOFOMFVQS-UHFFFAOYSA-N,2.07
748,CC1CCCCC1,108-87-2,7962,UAEPNZWRGJTJPN-UHFFFAOYSA-N,2.34
749,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,3380-34-5,5564,XEFQLINVKFYRCS-UHFFFAOYSA-N,2.03
750,COc1ccc(Cl)c(Cl)c1Cl,54135-80-7,41017,FRQUNVLMWIYOLV-UHFFFAOYSA-N,2.93
751,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,133-06-2,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,2.07
752,CC(C)c1cc2c(cc1Cl)C1(C)CCCC(C)(C(=O)O)C1CC2,NA,14496970,LRHCLIUTYPHWLV-UHFFFAOYSA-N,2.02
753,O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,17700-09-3,28697,BGKIECJVXXHLDP-UHFFFAOYSA-N,2.19
754,CC(C)c1ccc([N+](=O)[O-])cc1,1817-47-6,15749,JXMYUMNAEKRMIP-UHFFFAOYSA-N,2.06
755,COc1cc(Cl)c(Cl)c(Cl)c1O,2668-24-8,17577,NIAJPNQTKGWEOI-UHFFFAOYSA-N,2.06
756,CC(=O)c1c(O)cc(C)oc1=O,771-03-9,54678494,PKLPQOJFHFGVBS-UHFFFAOYSA-N,2.12
757,CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,17817-95-7,90895,RSWGJHLUYNHPMX-UHFFFAOYSA-N,1.97
758,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,76738-62-0,616765,RMOGWMIKYWRTKW-UHFFFAOYSA-N,1.73
759,Cc1sc(=O)c(-c2ccccc2)c(O)c1C(=O)O,20076-86-2,88360,YCLWJFPEMYQCON-UHFFFAOYSA-N,1.45
760,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,333-41-5,3017,FHIVAFMUCKRCQO-UHFFFAOYSA-N,1.85
761,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,89-69-0,6983,IBRBMZRLVYKVRF-UHFFFAOYSA-N,1.81
762,ClC(Cl)C(Cl)(Cl)Cl,1976/1/7,6419,BNIXVQGCZULYKV-UHFFFAOYSA-N,1.81
763,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)O,24019-05-4,62506,MKUMTCOTMQPYTQ-UHFFFAOYSA-N,1.95
764,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,NA,2262,RRZXIRBKKLTSOM-UHFFFAOYSA-N,2.43
765,ClC(Cl)=C(Cl)Cl,127-18-4,31373,CYTYCFOTNPOANT-UHFFFAOYSA-N,1.78
766,Oc1ccc(O)cc1,123-31-9,785,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,1.57
767,CC(C)c1ccc2c(c1Cl)CCC1C(C)(C(=O)O)CCCC21C,NA,14496973,OFNBZEHVLIXXFL-UHFFFAOYSA-N,1.57
768,Oc1ccc(Br)cc1,106-41-2,7808,GZFGOTFRPZRKDS-UHFFFAOYSA-N,1.32
769,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,50512-35-1,39681,UFHLMYOGRXOCSL-UHFFFAOYSA-N,1.68
770,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,90-94-8,7031,VVBLNCFGVYUYGU-UHFFFAOYSA-N,1.51
771,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1,4162-45-2,20113,RVHUMFJSCJBNGS-UHFFFAOYSA-N,1.92
772,Cc1ccccc1[N+](=O)[O-],88-72-2,6944,PLAZTCDQAHEYBI-UHFFFAOYSA-N,1.33
773,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,17109-49-8,28292,AWZOLILCOUMRDG-UHFFFAOYSA-N,1.63
774,CON(C)C(=O)Nc1ccc(Cl)cc1,1746-81-2,15629,LKJPSUCKSLORMF-UHFFFAOYSA-N,1.24
775,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,115-29-7,3224,RDYMFSUJUZBWLH-UHFFFAOYSA-N,2.38
776,CCC(C)c1ccc(O)cc1,99-71-8,7453,ZUTYZAFDFLLILI-UHFFFAOYSA-N,1.4
777,c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1992/6/8,7076,YJTKZCDBKVTVBY-UHFFFAOYSA-N,1.33
778,O=c1ccc2ccccc2o1,91-64-5,323,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,1.31
779,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,118-82-1,8372,MDWVSAYEQPLWMX-UHFFFAOYSA-N,1.86
780,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,NA,2863,ITRJWOMZKQRYTA-UHFFFAOYSA-N,1.3
781,OCc1cccc(Cl)c1,873-63-2,70117,ZSRDNPVYGSFUMD-UHFFFAOYSA-N,1.32
782,COP1(=S)OCc2ccccc2O1,3811-49-2,19657,OUNSASXJZHBGAI-UHFFFAOYSA-N,1.47
783,CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCCCCCCCCC,4051-66-5,4192831,AOZVWUCYHOWWPH-UHFFFAOYSA-N,1.48
784,O=C(O)c1ccc(Br)cc1,586-76-5,11464,TUXYZHVUPGXXQG-UHFFFAOYSA-N,1.14
785,C=CC#N,107-13-1,7855,NLHHRLWOUZZQLW-UHFFFAOYSA-N,1.32
786,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,88-30-2,6931,ZEFMBAFMCSYJOO-UHFFFAOYSA-N,1.1
787,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],55-63-0,4510,SNIOPGDIGTZGOP-UHFFFAOYSA-N,0.97
788,Cc1ccc(O)cc1[N+](=O)[O-],2042-14-0,16271,BQEXDUKMTVYBRK-UHFFFAOYSA-N,1.08
789,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,1163-19-5,14410,WHHGLZMJPXIBIX-UHFFFAOYSA-N,1.49
790,O=[N+]([O-])c1ccccc1,98-95-3,7416,LQNUZADURLCDLV-UHFFFAOYSA-N,0.71
791,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,4404-43-7,43031,CNGYZEMWVAWWOB-UHFFFAOYSA-N,0.88
792,CC(C)[N+](=O)[O-],79-46-9,398,FGLBSLMDCBOPQK-UHFFFAOYSA-N,0.83
793,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,51-28-5,1493,UFBJCMHMOXMLKC-UHFFFAOYSA-N,0.55
794,CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,2012-00-2,107973,PDABPGQGULTJFY-UHFFFAOYSA-N,0.87
795,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,121-82-4,8490,XTFIVUDBNACUBN-UHFFFAOYSA-N,0.39
796,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,88-89-1,6954,OXNIZHLAWKMVMX-UHFFFAOYSA-N,0.33
797,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],121-14-2,8461,RMBFBMJGBANMMK-UHFFFAOYSA-N,0.86
798,COc1nn(CSP(=S)(OC)OC)c(=O)s1,950-37-8,13709,MEBQXILRKZHVCX-UHFFFAOYSA-N,0.76
799,Cc1ccccc1N,95-53-4,7242,RNVCVTLRINQCPJ-UHFFFAOYSA-N,0.49
800,Cc1[nH]n(-c2ccccc2)c(=O)c1N=Nc1ccc(-c2ccc(N=Nc3c(C)[nH]n(-c4ccccc4)c3=O)c(Cl)c2)cc1Cl,3520-72-7,19036,YCBLLWSXYKEKTG-UHFFFAOYSA-N,0.52
801,Cc1ccc2ccccc2n1,91-63-4,7060,SMUQFGGVLNAIOZ-UHFFFAOYSA-N,0.48
802,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,101-67-7,7569,QAPVYZRWKDXNDK-UHFFFAOYSA-N,0.57
803,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,52-68-6,5853,NFACJZMKEDPNKN-UHFFFAOYSA-N,-0.42
804,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,492-80-8,10298,JPIYZTWMUGTEHX-UHFFFAOYSA-N,0.79
805,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,88-85-7,6950,OWZPCEFYPSAJFR-UHFFFAOYSA-N,1.3
806,CC(C)c1cc2ccccc2c(S(=O)(=O)O)c1C(C)C,1322-93-6,162217,LWEAHXKXKDCSIE-UHFFFAOYSA-N,0.37
807,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,346-10-1,3920522,GJVFPXBDZTWODC-UHFFFAOYSA-N,0.39
808,O=Cc1ccc(Cl)cc1,104-88-1,7726,AVPYQKSLYISFPO-UHFFFAOYSA-N,0.41
809,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2255-17-6,16738,MJNAIAPNXYJWCT-UHFFFAOYSA-N,0.5
810,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,732-11-6,12901,LMNZTLDVJIUSHT-UHFFFAOYSA-N,0.35
811,O=C1C(=NNc2cc(Cl)cc(S(=O)(=O)O)c2O)C=Cc2c(O)cccc21,25747-06-2,77168,IBYXVIWFHOXOFB-UHFFFAOYSA-N,0.5
812,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,60-00-4,6049,KCXVZYZYPLLWCC-UHFFFAOYSA-N,0.18
813,C=CC(N)=O,1979/6/1,6579,HRPVXLWXLXDGHG-UHFFFAOYSA-N,0.09
814,CCCCCCCCCCCCOS(=O)(=O)O,151-41-7,8778,MOTZDAYCYVMXPC-UHFFFAOYSA-N,0.02
815,O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1,148-75-4,8674,USWINTIHFQKJTR-UHFFFAOYSA-N,0.42
816,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,1634-78-2,15415,WSORODGWGUUOBO-UHFFFAOYSA-N,0.08
817,CCCCOCCO,111-76-2,8133,POAOYUHQDCAZBD-UHFFFAOYSA-N,-0.22
818,CC(C)OC(=O)C(Cl)(Cl)C(=O)OC(C)C,174300-34-6,7019537,CRIXFUQTKUGSBF-UHFFFAOYSA-N,-0.05
819,CCCCCCO,111-27-3,8103,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,-0.27
820,CCCCc1ccc2ccccc2c1S(=O)(=O)O,344739-13-5,168703,BMRVLXHIZWDOOK-UHFFFAOYSA-N,-0.36
821,CCCCO,71-36-3,263,LRHPLDYGYMQRHN-UHFFFAOYSA-N,-0.4
822,CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,NA,118984634,JRKKETOWZBGAML-UHFFFAOYSA-N,-0.43
823,OCCO,107-21-1,174,LYCAIKOWRPUZTN-UHFFFAOYSA-N,-0.5
824,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1=O,52303-69-2,93275,ZFQQZUBSEINSSR-UHFFFAOYSA-N,-0.49
825,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,962-58-3,13754,VBLJFQYCTRKKKF-UHFFFAOYSA-N,-0.22
826,O=[N+]([O-])c1cccc(Cl)c1Cl,3209-22-1,18555,CMVQZRLQEOAYSW-UHFFFAOYSA-N,1.91
827,CCCCCCCCCCCCCCCCCCS,2885-00-9,17905,QJAOYSPHSNGHNC-UHFFFAOYSA-N,0.17
828,CC(C)OC(=O)C(Cl)C(=O)OC(C)C,195209-93-9,7019536,KQGSTSBVCSPBCN-UHFFFAOYSA-N,-0.41
829,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,32774-16-6,36231,ZHLICBPIXDOFFG-UHFFFAOYSA-N,5.78
830,Clc1cc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,38411-25-5,38025,ZDLMBNHYTPHDLF-UHFFFAOYSA-N,5.86
831,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,35694-06-5,37250,CKLLRBPBZLTGDJ-UHFFFAOYSA-N,5.88
832,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,52663-69-1,40476,KQBFUDNJKCZEDQ-UHFFFAOYSA-N,5.66
833,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,2136-99-4,16495,JPOPEORRMSDUIP-UHFFFAOYSA-N,5.6
834,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,38380-07-3,38018,BTAGRXWGMYTPBY-UHFFFAOYSA-N,5.42
835,Clc1cc(Cl)c(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1,52744-13-5,40517,UUTNFLRSJBQQJM-UHFFFAOYSA-N,5.54
836,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,35694-08-7,37251,DTMRKGRREZAYAP-UHFFFAOYSA-N,5.31
837,Clc1cc(Cl)c(-c2ccccc2Cl)cc1Cl,70362-47-9,51041,XBTHILIDLBPRPM-UHFFFAOYSA-N,5
838,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,35065-27-1,37034,MVWHGTYKUMDIHL-UHFFFAOYSA-N,5.04
839,Brc1ccc(Br)c(-c2cc(Br)ccc2Br)c1,59080-37-4,591322,XEFMFJLRXHQLEM-UHFFFAOYSA-N,4.56
840,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,32598-11-1,36186,KENZYIHFBRWMOD-UHFFFAOYSA-N,4.85
841,Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,53555-64-9,91652,OTTCXKPQKOLSJN-UHFFFAOYSA-N,4.53
842,Clc1cc2c(cc1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,40321-76-4,38439,FSPZPQQWDODWAU-UHFFFAOYSA-N,4.34
843,Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1,31604-28-1,91602,VFTLNRFRXWCJJK-UHFFFAOYSA-N,4.4
844,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,1746-01-6,15625,HGUFODBRKLSHSI-UHFFFAOYSA-N,4.26
845,Clc1cc2ccccc2cc1Cl,2050-75-1,16312,SKGXUFZRYNGFJS-UHFFFAOYSA-N,4.04
846,Clc1ccc2ccc(Cl)cc2c1,2198-77-8,16619,DWBQZSYTSNYEEJ-UHFFFAOYSA-N,4.04
847,Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,57117-31-4,42128,OGBQILNBLMPPDP-UHFFFAOYSA-N,4.1
848,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,2051-24-3,16318,ONXPZLFXDMAPRO-UHFFFAOYSA-N,4.12
849,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1,2437-79-8,17097,QORAVNMWUNPXAO-UHFFFAOYSA-N,4.16
850,Brc1cc(Br)c(-c2ccccc2)c(Br)c1,59080-33-0,92358,YCLZBYQDXVJFII-UHFFFAOYSA-N,3.81
851,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,15968-05-5,27588,PXAGFNRKXSYIHU-UHFFFAOYSA-N,3.9
852,c1ccc2c(c1)Oc1ccccc1O2,262-12-4,9216,NFBOHOGPQUYFRF-UHFFFAOYSA-N,3.85
853,Brc1cc(Br)c(Br)cc1Br,636-28-2,12486,QCKHVNQHBOGZER-UHFFFAOYSA-N,3.65
854,CCCCCCCCCCCCc1ccc(O)cc1,104-43-8,66030,KJWMCPYEODZESQ-UHFFFAOYSA-N,3.23
855,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,60-57-1,3048,DFBKLUNHFCTMDC-UHFFFAOYSA-N,3.75
856,Clc1ccc2c(ccc3ccccc32)c1,24423-11-8,32363,HJNAELFLZXCHQK-UHFFFAOYSA-N,3.63
857,Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,67562-39-4,38199,WDMKCPIVJOGHBF-UHFFFAOYSA-N,3.51
858,c1ccc2c(c1)Cc1ccccc1O2,92-83-1,7107,GJCOSYZMQJWQCA-UHFFFAOYSA-N,3.62
859,Clc1ccc(Cl)c2ccccc12,1825-31-6,15769,JDPKCYMVSKDOGS-UHFFFAOYSA-N,3.66
860,Clc1ccc(-c2ccccc2)c(Cl)c1,33284-50-3,36399,WEJZHZJJXPXXMU-UHFFFAOYSA-N,3.55
861,Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,39227-28-6,38251,WCYYQNSQJHPVMG-UHFFFAOYSA-N,3.75
862,Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,33423-92-6,36474,OTQFXRBLGNEOGH-UHFFFAOYSA-N,3.43
863,Clc1ccc(-c2ccc(Cl)cc2)cc1,2050-68-2,16308,YTBRNEUEFCNVHC-UHFFFAOYSA-N,3.22
864,Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,39227-61-7,38254,WRNGAZFESPEMCN-UHFFFAOYSA-N,3.21
865,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,51630-58-1,3347,NYPJDWWKZLNGGM-UHFFFAOYSA-N,2.96
866,Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,527-20-8,10693,KHCZSJXTDDHLGJ-UHFFFAOYSA-N,2.86
867,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,35822-46-9,37270,WCLNVRQZUKYVAI-UHFFFAOYSA-N,3.5
868,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,72-43-5,4115,IAKOZHOLGAGEJT-UHFFFAOYSA-N,2.76
869,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,77-47-4,6478,VUNCWTMEJYMOOR-UHFFFAOYSA-N,1.67
870,Nc1c(Cl)c(Cl)cc(Cl)c1Cl,3481-20-7,18998,YTDHEFNWWHSXSU-UHFFFAOYSA-N,2.71
871,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,39001-02-0,38200,RHIROFAGUQOFLU-UHFFFAOYSA-N,2.95
872,COc1c(Cl)cc(Cl)cc1Cl,87-40-1,6884,WCVOGSZTONGSQY-UHFFFAOYSA-N,2.88
873,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,18708-70-8,29228,AEBJDOTVYMITIA-UHFFFAOYSA-N,2.59
874,Clc1ccc2c(c1)Oc1cc(Cl)ccc1O2,38964-22-6,38193,WMWJCKBJUQDYLM-UHFFFAOYSA-N,2.82
875,Oc1c(Br)cc(Br)cc1Br,118-79-6,1483,BSWWXRFVMJHFBN-UHFFFAOYSA-N,2.66
876,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,2539-17-5,17343,YZZVKLJKDFFSFL-UHFFFAOYSA-N,2.72
877,Clc1ccc(-c2ccccc2)cc1,2051-62-9,16323,FPWNLURCHDRMHC-UHFFFAOYSA-N,2.27
878,Nc1cc(Cl)c(Cl)c(Cl)c1Cl,634-83-3,12466,GBKZRUCVLTWAML-UHFFFAOYSA-N,2.39
879,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,52820-00-5,2982,OWZREIFADZCYQD-UHFFFAOYSA-N,2.67
880,c1cc2c3c(cccc3c1)CC2,83-32-9,6734,CWRYPZZKDGJXCA-UHFFFAOYSA-N,2.8
881,c1ccc2occc2c1,271-89-6,9223,IANQTJSKSUMEQM-UHFFFAOYSA-N,2.56
882,CCCCCCCCCc1ccc(O)cc1,104-40-5,1752,IGFHQQFPSIBGKE-UHFFFAOYSA-N,2.51
883,Oc1c(Cl)cc(Cl)cc1Cl,1988/6/2,6914,LINPIYWFGCPVIE-UHFFFAOYSA-N,2.19
884,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,82-68-8,6720,LKPLKUMXSAEKID-UHFFFAOYSA-N,2.41
885,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,25311-71-1,32872,HOQADATXFBOEGG-UHFFFAOYSA-N,2.08
886,O=[N+]([O-])c1ccccc1Cl,88-73-3,6945,BFCFYVKQTRLZHA-UHFFFAOYSA-N,1.67
887,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,99-54-7,7443,NTBYINQTYWZXLH-UHFFFAOYSA-N,1.86
888,CCN(CC)C(=O)SCc1ccc(Cl)cc1,28249-77-6,34192,QHTQREMOGMZHJV-UHFFFAOYSA-N,2.22
889,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1Cl,879-39-0,13428,MTBYTWZDRVOMBR-UHFFFAOYSA-N,1.82
890,COc1cc(Cl)cc(Cl)c1O,16766-31-7,28051,RHQIMIYFOSAUQT-UHFFFAOYSA-N,1.74
891,O=[N+]([O-])c1ccccc1O,88-75-5,6947,IQUPABOKLQSFBK-UHFFFAOYSA-N,1.3
892,C=Cc1cccc(C)c1,100-80-1,7529,JZHGRUMIRATHIU-UHFFFAOYSA-N,1.55
893,CC(C)c1ccccc1,98-82-8,7406,RWGFKTVRMDUZSP-UHFFFAOYSA-N,1.55
894,Oc1ccc(Cl)cc1Cl,120-83-2,8449,HFZWRUODUSTPEG-UHFFFAOYSA-N,1.78
895,C=Cc1ccc(C)cc1,622-97-9,12161,JLBJTVDPSNHSKJ-UHFFFAOYSA-N,1.5
896,c1ccc(Nc2ccccc2)cc1,122-39-4,11487,DMBHHRLKUKUOEG-UHFFFAOYSA-N,1.98
897,CCOC(C)=O,141-78-6,8857,XEKOWRVHYACXOJ-UHFFFAOYSA-N,1.48
898,Cc1ccc(C)cc1,106-42-3,7809,URLKBWYHVLBVBO-UHFFFAOYSA-N,1.2
899,Cc1cccc(C)c1,108-38-3,7929,IVSZLXZYQVIEFR-UHFFFAOYSA-N,1.2
900,Cc1ccccc1C,95-47-6,7237,CTQNGGLPUBDAKN-UHFFFAOYSA-N,1.18
901,CNC(=O)Oc1cccc2ccccc12,63-25-2,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,1.12
902,CCc1ccccc1,100-41-4,7500,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,3.52
903,C=Cc1ccccc1,100-42-5,7501,PPBRXRYQALVLMV-UHFFFAOYSA-N,1.13
904,Cc1ccccc1,108-88-3,1140,YXFVVABEGXRONW-UHFFFAOYSA-N,2.34
905,CCOP(=O)(OCC)SCc1ccccc1,13286-32-3,25834,XFMJUIKWKVJNDY-UHFFFAOYSA-N,1.17
906,CC(C)OC(C)(C)C,17348-59-3,28488,HNFSPSWQNZVCTB-UHFFFAOYSA-N,0.76
907,c1ccccc1,71-43-2,241,UHOVQNZJYSORNB-UHFFFAOYSA-N,1.95
908,Nc1ccc(Cl)cc1,106-47-8,7812,QSNSCYSYFYORTR-UHFFFAOYSA-N,0.6
